,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
1891,1892,1892,F794193,1e300bf2-23d7-45b6-a909-d379b42204a4,Henderson,NV,Clark,89074,36.03659,-115.08087,49397,Suburban,America/Los_Angeles,Press sub,5.0,53,Bachelor's Degree,Student,55593.6,Married,Male,Yes,7.911377082,14,2,0.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),7.18546062,161.2528089,1501.32182,4,4,4,3,4,4,3,3
1893,1894,1894,R657154,734a471a-97ee-4d87-97a7-516e6cdcbe9e,Chicago,IL,Cook,60618,41.94696,-87.70262,94395,Rural,America/Chicago,Cartographer,1.0,29,Regular High School Diploma,Full Time,33186.785,Never Married,Male,No,8.601635775,6,1,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),18.7939759,172.7448245,2057.159348,4,3,4,2,5,4,4,2
1902,1903,1903,J518310,5ea5b6b1-25c5-45cb-9ddb-e736a42fd234,Catonsville,MD,Baltimore,21228,39.27264,-76.7474,48133,Urban,America/New_York,"Sound technician, broadcasting/film/video",1.0,45,Professional School Degree,Full Time,31766.78,Married,Male,Yes,14.95403853,16,0,1.0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,2.389328443,183.2630232,762.3743815,4,4,3,1,3,2,2,4
1916,1917,1917,Q999794,e48e544e-5594-46e4-ab48-75dab80b0945,Brick,NJ,Ocean,8723,40.03885,-74.11089,32944,Urban,America/New_York,"Therapist, speech and language",0.0,53,Bachelor's Degree,Full Time,12650.67,Never Married,Male,No,6.351980817,9,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),4.385448215,172.4031237,758.0522649,4,4,5,3,3,4,3,4
1928,1929,1929,F583877,b5c7f035-75ea-4297-be85-e7286f738dc6,Las Vegas,NV,Clark,89142,36.14791,-115.03634,35376,Suburban,America/Los_Angeles,"Teacher, special educational needs",1.0,53,Associate's Degree,Full Time,33186.785,Separated,Prefer not to answer,No,10.70340354,13,0,0.0,No,Two Year,No,No,None,Yes,Yes,No,Yes,Yes,No,No,No,No,Mailed Check,20.00794461,147.1053903,1824.510182,4,3,4,3,4,4,4,4
1940,1941,1941,H990431,22f7a0a9-9585-4e38-8584-f035debea5b2,Chesapeake,VA,Chesapeake,23323,36.67487,-76.39162,39568,Suburban,America/New_York,"Research officer, trade union",1.0,26,Bachelor's Degree,Unemployed,23026.89,Widowed,Female,Yes,5.443172152,15,1,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Credit Card (automatic),3.637134041,264.8834982,1114.124252,4,3,4,3,5,3,4,3
1941,1942,1942,K580285,1c0b5c29-b34f-4ade-ba6f-b0d44468d5cb,Bismarck,ND,Burleigh,58503,46.90432,-100.75055,33225,Suburban,America/Chicago,Information officer,1.0,53,GED or Alternative Credential,Part Time,13719.94,Separated,Female,Yes,8.070627896,12,2,1.0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Electronic Check,9.660168743,152.97286,1510.790984,5,4,4,4,3,5,4,6
1955,1956,1956,X397883,98555a0e-1529-4819-b0ed-539514994c35,York,PA,York,17404,40.00232,-76.77123,35414,Urban,America/New_York,Risk manager,1.0,41,Bachelor's Degree,Full Time,20429.65,Married,Male,No,12.7357521,13,0,0.0,No,One year,No,Yes,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,23.11577242,175.0730005,2454.262177,4,4,5,2,5,5,5,5
1957,1958,1958,J530359,41ccbadd-86df-44dd-b2b2-6482eaeb8997,Pittsburgh,PA,Allegheny,15237,40.54883,-80.04744,42227,Urban,America/New_York,Prison officer,1.0,53,Nursery School to 8th Grade,Full Time,12895.65,Widowed,Male,Yes,8.226928341,17,1,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),14.21751959,277.9035742,1906.330177,4,3,4,6,3,3,4,2
1958,1959,1959,B422289,9cf60c0d-0b0c-4eb8-a792-a780f8dd10c1,Bayamon,PR,BayamÃ³n,959,18.38485,-66.15583,47459,Rural,America/Puerto_Rico,Communications engineer,1.0,22,"Some College, 1 or More Years, No Degree",Part Time,29653.48,Divorced,Male,Yes,4.867998949,12,2,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Mailed Check,11.42145103,187.8465925,1971.843122,4,4,3,1,4,5,3,4
1960,1961,1961,G756797,a3d2e005-087c-40ec-b7ab-c55de024e6d8,Kailua Kona,HI,Hawaii,96740,19.7452,-155.90131,39694,Suburban,Pacific/Honolulu,"Designer, jewellery",1.0,32,Regular High School Diploma,Student,15369.78,Never Married,Male,No,8.234046557,16,0,1.0,No,Two Year,Yes,No,None,Yes,No,No,Yes,No,No,No,No,No,Bank Transfer(automatic),36.19603,102.1338077,527.3823713,5,4,4,3,4,4,6,3
1965,1966,1966,S590957,da6fd4d1-337f-4a9b-8ae6-7ee4a3578fe3,Deltona,FL,Volusia,32725,28.88334,-81.25083,48008,Rural,America/New_York,Armed forces technical officer,1.0,53,Regular High School Diploma,Full Time,18493.34,Separated,Male,Yes,8.493798739,16,1,0.0,Yes,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),7.757685471,221.8434186,1772.090821,2,3,1,3,4,2,2,3
1968,1969,1969,Y479211,46ec07bb-4fee-45fd-9c56-0a8a97095941,Oklahoma City,OK,Oklahoma,73120,35.58046,-97.57224,35771,Suburban,America/Chicago,Public relations account executive,0.0,62,Regular High School Diploma,Student,33186.785,Separated,Male,Yes,12.08557324,11,0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,3.391969552,207.8225505,738.5002845,4,3,4,3,5,3,2,2
1976,1977,1977,J587558,6dfc402f-edeb-45e9-a243-bf6be819dcc5,Chelsea,MA,Suffolk,2150,42.39592,-71.03245,39842,Urban,America/New_York,Medical laboratory scientific officer,0.0,65,"9th Grade to 12th Grade, No Diploma",Retired,54561.94,Divorced,Male,Yes,35.64146002,12,0,0.0,Yes,Month-to-month,No,No,None,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),4.266309981,178.5358765,615.1161821,2,2,4,2,3,1,2,3
2005,2006,2006,U282565,0bb64178-1fa9-4f1e-9adf-63fb87b4c665,Provo,UT,Utah,84601,40.22724,-111.69697,34312,Urban,America/Denver,Housing manager/officer,0.0,18,Professional School Degree,Retired,19789.59,Divorced,Female,No,4.952179395,10,2,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Mailed Check,36.19603,145.2315883,278.4405252,3,3,3,3,2,5,5,5
2019,2020,2020,O444965,9338bfb2-c87d-4d37-af29-c399d558708c,Renton,WA,King,98056,47.51287,-122.18958,35373,Rural,America/Los_Angeles,Estate agent,2.0,72,Master's Degree,Full Time,8803.4,Never Married,Male,No,11.49363986,8,0,2.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Credit Card (automatic),5.111407994,191.5234593,722.0796766,4,4,4,4,3,4,3,4
2022,2023,2023,U289879,c01c89a5-7571-4453-a009-1519cde432de,Fort Worth,TX,Tarrant,76133,32.65393,-97.37723,51369,Urban,America/Chicago,"Designer, exhibition/display",1.0,31,Regular High School Diploma,Full Time,29467.49,Separated,Prefer not to answer,No,38.37750032,7,2,0.0,No,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),36.19603,191.7301297,1411.701061,3,5,3,4,2,4,4,4
2030,2031,2031,D154460,af195445-c421-40fe-b48a-9e0b04a39833,Petaluma,CA,Sonoma,94952,38.2346,-122.75895,36184,Urban,America/Los_Angeles,Special effects artist,3.0,20,Regular High School Diploma,Full Time,25686.47,Widowed,Male,No,9.785892665,6,1,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,3.434965239,171.1387683,782.5670721,3,3,3,4,2,3,3,3
2032,2033,2033,H154358,e0fd3fa9-bc2f-4db9-94ed-09b22dd210a9,Bellevue,NE,Sarpy,68123,41.10148,-95.94331,31990,Rural,America/Chicago,"Psychologist, prison and probation services",1.0,28,Professional School Degree,Full Time,68631.52,Never Married,Female,No,6.480124865,10,1,2.0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,36.19603,115.3062864,411.9057225,3,4,4,3,4,4,3,2
2047,2048,2048,U71984,b82d03a3-e8bf-421d-aa6e-5204e9cea9eb,Concord,NC,Cabarrus,28025,35.38041,-80.5279,54829,Rural,America/New_York,Television production assistant,0.0,30,Associate's Degree,Student,12429.48,Married,Male,No,14.10331385,16,0,2.0,No,Two Year,Yes,No,DSL,No,No,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),6.645140984,154.7608082,3382.424,2,2,3,5,4,3,3,4
2061,2062,2062,E553725,6020a4dd-faaa-48d7-9af6-b5ccb46d70c9,Herndon,VA,Fairfax,20170,38.98079,-77.38035,43116,Urban,America/New_York,"Designer, exhibition/display",4.0,78,Master's Degree,Full Time,22067.94,Never Married,Female,No,11.78974526,14,1,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Mailed Check,13.63369224,215.9893107,1554.801608,5,4,5,2,4,2,3,3
2064,2065,2065,I962364,41b7bd3e-5104-4718-8b4c-71b8975de3f7,Leavenworth,KS,Leavenworth,66048,39.28288,-94.99412,36172,Rural,America/Chicago,"Education officer, community",1.0,23,No Schooling Completed,Student,8626.93,Married,Male,No,13.5907431,10,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),8.33313057,172.8906705,1187.710162,3,2,3,4,5,3,4,3
2074,2075,2075,W511688,081b9d61-2e5f-4bf3-95d3-7b402f3417ea,Clinton Township,MI,Macomb,48038,42.60546,-82.94158,44139,Urban,America/Detroit,Logistics and distribution manager,2.0,26,"Some College, 1 or More Years, No Degree",Part Time,52199.89,Separated,Female,No,10.92669624,12,0,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),2.499923107,119.2865384,843.6406855,3,3,2,3,4,3,3,4
2079,2080,2080,U670681,2f907405-32d6-4e1a-bb5e-aef074144f6e,Capitol Heights,MD,Prince George's,20743,38.8839,-76.89333,39234,Urban,America/New_York,Nutritional therapist,1.0,68,Associate's Degree,Full Time,116572.31,Divorced,Male,Yes,9.290246516,13,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Electronic Check,9.881596612,219.8738908,3382.424,3,4,2,3,3,4,2,4
2080,2081,2081,D423729,eba0442c-e5df-44c3-bb8a-9ef86d27c35e,Enfield,CT,Hartford,6082,41.98394,-72.55475,44455,Suburban,America/New_York,Immigration officer,3.0,67,"Some College, 1 or More Years, No Degree",Retired,10516.36,Divorced,Male,Yes,10.74457212,9,1,1.0,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,36.19603,194.8837124,1345.940597,5,4,4,4,4,4,5,5
2093,2094,2094,S372424,565e9895-9713-449b-b6c3-4fe9738c2160,Valrico,FL,Hillsborough,33594,27.94074,-82.24196,35465,Suburban,America/New_York,"Solicitor, Scotland",8.0,19,"Some College, 1 or More Years, No Degree",Retired,48821.75,Never Married,Male,No,11.5628436,11,1,0.0,No,One year,Yes,Yes,None,Yes,No,No,No,Yes,No,Yes,No,No,Credit Card (automatic),3.744206708,117.6666531,978.3026986,3,3,4,4,2,4,3,4
2101,2102,2102,F855746,e56ecfa1-b2fc-4d5a-aca9-d439ec48ca40,Norristown,PA,Montgomery,19401,40.13038,-75.33136,42116,Rural,America/New_York,"Designer, graphic",0.0,60,Bachelor's Degree,Full Time,33186.785,Divorced,Female,Yes,15.14339701,7,3,0.0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),6.363764206,159.9678663,845.9832801,4,3,3,5,3,4,3,5
2105,2106,2106,N51963,b47cbbb8-76a3-438b-8bb8-8818472bdb58,Norman,OK,Cleveland,73072,35.20827,-97.50317,46675,Rural,America/Chicago,Interior and spatial designer,1.0,49,"Some College, Less than 1 Year",Full Time,41181.43,Separated,Male,Yes,12.96990867,14,2,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),18.38099848,203.0252119,1943.652184,2,2,3,4,4,3,3,4
2124,2125,2125,O147731,6c2be902-1dcd-40d7-bcea-15277b5c9905,Isabela,PR,Isabela,662,18.46208,-67.01445,40290,Urban,America/Puerto_Rico,Quantity surveyor,3.0,45,"Some College, Less than 1 Year",Retired,31486.98,Married,Male,No,9.616078888,11,1,0.0,Yes,One year,No,No,Fiber Optic,No,No,No,Yes,No,No,No,No,Yes,Mailed Check,16.85088273,137.1654399,1661.330631,3,3,3,5,3,4,4,4
2134,2135,2135,V812066,2f7ce16a-d6b7-4a8c-890a-ccd72cd08594,Biloxi,MS,Harrison,39532,30.49403,-88.96513,37122,Rural,America/Chicago,Private music teacher,4.0,31,Master's Degree,Full Time,14048.76,Married,Male,Yes,6.770427454,13,1,1.0,No,Two Year,No,No,None,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),9.637159013,203.2423018,1639.666431,7,6,6,6,4,4,5,6
2138,2139,2139,B198899,9366601d-926a-4d2b-ae18-5ecf57e729ea,Conway,AR,Faulkner,72034,35.05041,-92.48685,50137,Rural,America/Chicago,Arboriculturist,1.0,53,"Some College, Less than 1 Year",Unemployed,31637.52,Divorced,Female,Yes,13.67712616,18,1,0.0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),9.370169515,256.3504548,1428.317482,4,4,3,4,2,4,5,6
2152,2153,2153,Q501175,32c58cc9-a5a9-425c-9758-0c7badd81a34,Brandon,MS,Rankin,39047,32.42629,-89.94677,38787,Suburban,America/Chicago,"Engineer, land",1.0,25,Bachelor's Degree,Part Time,33186.785,Divorced,Female,No,15.32416005,11,1,1.0,No,One year,No,No,DSL,No,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),36.19603,123.247161,3382.424,4,3,4,4,3,3,3,4
2160,2161,2161,S584863,8ab63e5d-bfc4-4a5a-a90c-90135736d42f,Odessa,TX,Ector,79762,31.92649,-102.35443,43881,Suburban,America/Chicago,"Biochemist, clinical",1.0,52,Nursery School to 8th Grade,Full Time,7321.37,Divorced,Female,Yes,8.449614877,9,1,0.0,No,One year,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),12.09638185,222.2766076,2028.886621,2,3,2,4,3,2,4,3
2163,2164,2164,P43520,ca42041a-5e18-4339-896f-8e9504f912dd,Durham,NC,Durham,27713,35.89496,-78.92368,54621,Rural,America/New_York,Legal secretary,0.0,18,Regular High School Diploma,Full Time,33186.785,Married,Female,Yes,12.8820715,12,2,0.0,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Electronic Check,9.951059122,262.1339982,1539.085061,5,4,4,4,3,4,4,4
2175,2176,2176,Z21281,b8b86908-32eb-4b73-9265-3514c6b4a034,Spring,TX,Harris,77389,30.11516,-95.50749,35349,Suburban,America/Chicago,Publishing rights manager,1.0,71,Bachelor's Degree,Full Time,26012.53,Married,Female,No,6.770021235,11,2,1.0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,No,No,No,Yes,No,Electronic Check,30.76980216,117.5020753,2744.394944,5,3,4,6,2,5,5,3
2193,2194,2194,B446255,c7eed96a-4220-4d8b-8c8b-8e9da4a848b4,Longview,WA,Cowlitz,98632,46.21685,-123.06853,51045,Rural,America/Los_Angeles,"Scientist, physiological",1.0,81,Associate's Degree,Full Time,42530.46,Married,Male,Yes,10.20382058,14,5,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),2.918825704,213.3325675,3382.424,1,1,2,3,3,3,2,2
2201,2202,2202,L146780,426706ea-4fb1-409f-a66c-9dc93cc0d10e,San Francisco,CA,San Francisco,94118,37.7801,-122.46246,41468,Rural,America/Los_Angeles,"Production assistant, television",0.0,80,Associate's Degree,Full Time,49276.44,Divorced,Male,No,5.536999724,11,0,1.0,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,4.028151739,172.9298179,558.7166007,3,2,3,4,4,4,4,2
2211,2212,2212,X946359,d3e51c18-343e-4ac0-83ab-b856611f8cbe,Brooklyn,NY,Kings,11223,40.59715,-73.97359,81789,Urban,America/New_York,Community education officer,1.0,40,Master's Degree,Student,51427.43,Separated,Female,No,11.11584836,8,1,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Mailed Check,6.840971778,195.5759405,919.5165157,6,5,5,3,5,4,4,5
2216,2217,2217,N842500,dbae704c-8482-4ba4-9bd9-fb39e4f3ac61,East Meadow,NY,Nassau,11554,40.71961,-73.56021,37358,Urban,America/New_York,Forest/woodland manager,3.0,70,Bachelor's Degree,Retired,33186.785,Separated,Male,Yes,10.46604339,15,3,0.0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.465591646,233.0688098,1463.186559,3,3,3,6,3,2,3,4
2217,2218,2218,R506451,defe31fe-e955-425a-a576-44333433415a,Riverton,UT,Salt Lake,84065,40.49541,-111.94444,42161,Urban,America/Denver,Risk analyst,0.0,39,GED or Alternative Credential,Part Time,33186.785,Never Married,Male,No,12.19365046,10,1,0.0,No,Two Year,Yes,No,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),12.63821763,159.0533373,3382.424,3,3,3,4,5,2,3,3
2229,2230,2230,Z462594,afe3f491-cd63-4910-aa50-02912ca2e25d,Bellmore,NY,Nassau,11710,40.67212,-73.5329,34237,Suburban,America/New_York,"Exhibitions officer, museum/gallery",6.0,53,"Some College, Less than 1 Year",Unemployed,11247.19,Married,Male,No,11.53262038,9,0,0.0,No,One year,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,10.39420716,130.3807845,1776.755229,3,4,3,4,4,3,4,3
2247,2248,2248,H130516,755aad67-f644-443c-a7fa-01ee6b2c00be,Renton,WA,King,98056,47.51287,-122.18958,35373,Urban,America/Los_Angeles,Systems analyst,4.0,63,Regular High School Diploma,Full Time,38794.93,Widowed,Male,No,11.51694333,11,0,1.0,No,One year,No,No,None,Yes,No,No,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),12.02080766,150.9668416,3382.424,4,4,4,4,4,4,3,3
2255,2256,2256,Q634561,cc0c5a42-1ef7-4b3e-b5b7-9848ebde3ccf,Pacifica,CA,San Mateo,94044,37.60548,-122.48103,39065,Rural,America/Los_Angeles,Occupational psychologist,0.0,39,Regular High School Diploma,Retired,15635.66,Widowed,Female,Yes,38.88821967,14,1,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Mailed Check,1.703798594,158.1672804,744.427424,3,2,4,4,4,5,4,3
2272,2273,2273,H832557,66c159b5-e610-4e49-84d4-3c9fb9d14c75,Apple Valley,CA,San Bernardino,92307,34.58832,-117.13875,39273,Urban,America/Los_Angeles,Public librarian,2.0,79,Regular High School Diploma,Unemployed,33186.785,Widowed,Male,Yes,14.09038752,14,0,0.0,Yes,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,6.403857449,235.734241,1588.073926,4,5,4,4,4,4,4,5
2274,2275,2275,H89950,d45fc278-79d4-428b-a14a-3a1db6b96f00,Pomona,CA,Los Angeles,91766,34.04179,-117.75691,72332,Rural,America/Los_Angeles,Geophysical data processor,0.0,78,"Some College, 1 or More Years, No Degree",Retired,79369.7,Married,Female,No,10.05860933,14,3,0.0,Yes,Two Year,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),10.91296329,153.0539496,1586.408716,3,4,4,4,3,5,3,5
2280,2281,2281,Z81410,50bab0d0-2183-446c-84d8-dec54769f4b1,Bridgeport,CT,Fairfield,6606,41.21174,-73.20803,47227,Urban,America/New_York,Herbalist,0.0,53,"Some College, 1 or More Years, No Degree",Unemployed,44819.67,Separated,Male,No,15.19464353,11,1,1.0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit Card (automatic),4.58294061,220.5081699,921.6285886,4,4,4,6,2,3,4,4
2282,2283,2283,E405064,5c5d397b-e530-40a9-b607-ff507d2248cd,Hobbs,NM,Lea,88240,32.7078,-103.47152,40860,Rural,America/Denver,Armed forces operational officer,2.0,29,Master's Degree,Retired,33186.785,Separated,Male,No,10.11144458,10,1,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,9.557095658,157.9210396,1067.650921,5,4,5,4,3,4,4,3
2294,2295,2295,B873691,f98bb451-3025-4b8c-80da-7883c82bbcea,Hollywood,FL,Broward,33021,26.02334,-80.18758,49350,Rural,America/New_York,Product designer,1.0,26,No Schooling Completed,Full Time,113438.34,Widowed,Female,Yes,4.658445162,12,2,0.0,Yes,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Mailed Check,6.981941081,159.5876171,1403.290023,4,4,4,3,4,3,4,2
2296,2297,2297,G897228,a5f59657-e692-47a0-b1b6-445e1e5255f3,Normal,IL,McLean,61761,40.52955,-88.95859,55222,Urban,America/Chicago,"Programmer, multimedia",1.0,81,Nursery School to 8th Grade,Full Time,34411.96,Never Married,Female,No,13.54419361,12,1,0.0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,36.19603,174.8197993,1511.485403,4,4,4,2,3,4,3,4
2297,2298,2298,K729511,e6369e11-0bd7-4ab5-b0e0-cc9da7b82b45,Forney,TX,Kaufman,75126,32.74204,-96.45185,44740,Urban,America/Chicago,Futures trader,2.0,53,"9th Grade to 12th Grade, No Diploma",Full Time,28861.44,Never Married,Male,Yes,13.94434903,11,1,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,8.079294311,247.1202532,1403.556394,4,4,4,4,3,4,5,5
2306,2307,2307,U980861,24b7609b-554b-417b-9296-c52dd7880473,Surprise,AZ,Maricopa,85379,33.60211,-112.37356,47791,Urban,America/Phoenix,Graphic designer,3.0,53,Regular High School Diploma,Retired,55474.66,Divorced,Male,No,7.606358131,10,0,1.0,No,Two Year,No,Yes,DSL,No,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,14.80965133,117.6197684,1844.034359,3,3,3,4,3,3,4,3
2308,2309,2309,L239044,6584428d-6fd6-4d14-b2e7-6aab6e77f976,Calhoun,GA,Gordon,30701,34.49658,-84.95569,40820,Rural,America/New_York,Information systems manager,1.0,53,"Some College, 1 or More Years, No Degree",Retired,2991.27,Widowed,Male,Yes,9.16727885,13,0,0.0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),2.130945627,244.6134528,1147.794876,4,3,4,4,3,5,4,5
2310,2311,2311,T111377,2c2f7a62-7854-49b4-9f2e-2f463caa0bf9,Beaverton,OR,Washington,97007,45.45434,-122.87965,72592,Suburban,America/Los_Angeles,Air broker,0.0,83,GED or Alternative Credential,Full Time,46635.98,Widowed,Female,Yes,12.07299804,10,2,2.0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),12.77209444,243.6057387,1642.269113,2,2,3,3,4,2,3,3
2316,2317,2317,G372041,150b7aef-0d7d-4355-9c2e-36d877b604d7,Saint Louis,MO,St. Louis,63119,38.58851,-90.35132,34119,Urban,America/Chicago,Sales promotion account executive,6.0,43,"Some College, 1 or More Years, No Degree",Retired,38691.98,Widowed,Female,Yes,7.797633262,10,1,0.0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),1.270546022,124.0392695,3382.424,5,3,4,5,3,3,4,4
2324,2325,2325,Y626351,babe1545-5185-421f-940e-e7010acaff31,Prescott Valley,AZ,Yavapai,86314,34.62598,-112.30617,38932,Rural,America/Phoenix,"Psychotherapist, dance movement",1.0,58,Regular High School Diploma,Full Time,9352.62,Widowed,Female,No,11.81863956,13,3,1.0,No,Two Year,No,Yes,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Mailed Check,19.75809346,103.585391,2006.106282,3,3,2,4,3,2,2,3
2342,2343,2343,E630053,d10a2227-a68d-4b27-8c47-91c4136907a8,Hickory,NC,Catawba,28601,35.77253,-81.32637,51706,Suburban,America/New_York,"Engineer, maintenance",2.0,38,Master's Degree,Retired,17758.1,Divorced,Female,Yes,9.554005223,8,1,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Mailed Check,1.135160694,220.2765834,731.9309009,4,5,5,3,3,5,3,5
2365,2366,2366,V79382,fe78f4b3-5a43-41ea-9216-4610a0e42f79,Wheeling,WV,Ohio,26003,40.074,-80.64997,41053,Suburban,America/New_York,"Social research officer, government",0.0,62,Regular High School Diploma,Full Time,24908.78,Widowed,Male,Yes,13.07408193,17,3,0.0,No,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,10.17575803,210.7580797,1473.485303,4,4,5,3,4,4,4,2
2391,2392,2392,H540729,842f33ef-42a5-4280-8b6b-3ec7739b37ce,Flowery Branch,GA,Hall,30542,34.17775,-83.90863,37056,Suburban,America/New_York,"Scientist, biomedical",0.0,26,Regular High School Diploma,Unemployed,56488.39,Widowed,Male,Yes,6.791240433,17,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Electronic Check,1.854011442,252.2061588,881.9915619,5,5,4,4,3,5,4,5
2394,2395,2395,S547319,fd9c2092-528f-48a6-930d-0cb5f540a27e,Norristown,PA,Montgomery,19401,40.13038,-75.33136,42116,Rural,America/New_York,Health visitor,1.0,20,Regular High School Diploma,Full Time,77894.5,Widowed,Male,No,9.375201038,9,2,0.0,No,Two Year,No,No,DSL,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,5.533287951,164.2091698,1400.182241,2,2,3,5,3,4,4,3
